User_ID,Product_ID,Rating,Purchase_Count,Region_Code,Device_Type,Session_Length,Discount_Used,Return_Flag,Review
31,121,4,5,17,Mobile,262,0,0,design product excellent support quality delivery
32,515,2,10,47,Mobile,93,1,0,product fantastic design quality price poor
33,531,4,19,46,Web,77,1,1,performance quality product value poor excellent
34,242,3,15,4,Mobile,230,1,1,product price service delivery experience excellent
35,353,4,1,38,Mobile,110,1,1,value price service bad product average
36,725,2,9,37,Web,286,0,0,product fantastic design poor average value
37,749,4,1,19,Mobile,46,0,1,price performance average service fantastic experience
38,303,4,2,45,Web,166,0,0,fantastic poor experience delivery excellent performance
39,283,3,13,17,Mobile,75,1,0,product performance delivery average experience fantastic
40,668,2,11,35,Web,230,1,1,quality performance service design average price
41,111,1,16,17,Mobile,98,0,0,poor performance excellent fantastic average price
42,233,2,13,6,Web,24,0,0,bad poor performance service value support
43,150,3,9,47,Mobile,196,0,0,service support experience price bad quality
44,692,4,9,31,Web,242,0,0,bad price fantastic average service delivery
45,225,2,5,35,Mobile,197,1,0,fantastic bad support value experience design
46,617,4,18,36,Web,108,1,1,fantastic delivery average service bad performance
47,380,4,6,29,Web,72,1,0,price fantastic service bad average support
48,808,5,3,38,Mobile,134,0,1,design service performance bad average delivery
49,101,5,4,18,Mobile,271,1,0,experience fantastic average support bad design
50,934,3,6,50,Mobile,10,0,1,support experience bad product quality service
51,659,4,15,29,Mobile,161,0,0,bad performance delivery value experience fantastic
52,329,2,14,29,Web,37,0,0,poor bad design value performance quality
53,256,1,3,30,Mobile,105,0,1,excellent design quality poor delivery value
54,754,4,9,16,Mobile,205,1,0,performance design price fantastic experience excellent
55,282,5,17,28,Mobile,119,1,0,support poor bad excellent design delivery
56,369,4,10,26,Mobile,115,1,0,design product fantastic performance poor excellent
57,902,3,20,37,Mobile,31,1,0,bad design fantastic support experience excellent
58,932,2,18,31,Web,245,1,0,delivery support design excellent fantastic service
59,694,3,4,13,Mobile,173,0,1,poor average design excellent value fantastic
60,538,5,7,30,Mobile,124,1,0,experience poor delivery average service fantastic
61,677,5,16,46,Mobile,41,0,1,product excellent performance delivery poor support
62,109,1,7,46,Mobile,78,0,0,average performance design product value delivery
63,198,3,8,29,Mobile,135,0,1,average poor fantastic excellent price product
64,519,1,9,28,Web,236,1,1,average experience price quality fantastic support
65,419,3,1,2,Mobile,277,1,1,quality performance poor delivery price service
66,273,5,14,24,Web,150,1,0,excellent quality support average bad delivery
67,810,4,1,26,Web,244,1,1,service experience design price excellent quality
68,864,4,14,25,Web,186,1,0,service average experience fantastic price support
69,351,2,6,34,Mobile,226,1,1,quality experience product delivery design performance
70,828,2,13,46,Web,83,1,1,quality value support product average experience
71,847,5,1,29,Web,142,1,1,poor service excellent fantastic quality experience
72,484,2,7,29,Web,246,1,1,value support design product quality fantastic
73,453,1,20,9,Web,199,1,0,service poor fantastic value design product
74,758,1,13,44,Web,250,0,0,excellent fantastic value performance experience service
75,782,5,11,32,Web,267,0,1,average design value experience excellent delivery
76,406,2,9,12,Mobile,292,0,1,support average quality delivery bad design
77,224,5,9,28,Web,253,0,0,price average fantastic experience service value
78,511,4,15,9,Web,39,0,1,quality product average bad support excellent
79,247,2,7,2,Web,117,0,1,fantastic quality performance poor service bad
80,626,5,6,6,Web,50,0,0,experience price performance service bad value
81,829,1,20,40,Mobile,196,0,0,performance support poor excellent fantastic value
82,126,2,4,26,Web,95,1,1,quality experience support fantastic product service
83,196,3,12,37,Web,45,0,1,product support value performance fantastic design
84,889,2,7,18,Web,121,0,0,delivery performance excellent fantastic product bad
85,403,3,10,2,Web,110,0,1,value product delivery experience price excellent
86,323,5,12,14,Web,60,0,1,performance support service design quality value
87,945,1,9,16,Web,270,1,1,price performance experience delivery service average
88,446,1,17,7,Mobile,226,1,1,average experience bad delivery excellent service
89,690,4,5,14,Mobile,289,1,0,product value delivery poor price service
90,315,4,7,37,Web,106,0,1,design excellent average experience delivery product
91,917,1,6,28,Mobile,116,1,1,experience average design performance price poor
92,796,2,8,4,Web,142,1,0,value performance price poor average delivery
93,486,5,5,47,Web,62,0,0,value poor fantastic experience delivery service
94,301,5,9,30,Mobile,200,0,0,service design bad average performance value
95,498,4,19,8,Web,201,0,0,average delivery product experience design performance
96,628,3,10,40,Web,178,1,0,price bad support service poor value
97,281,5,16,15,Web,290,1,0,excellent product price poor service support
98,846,5,2,48,Web,155,0,0,quality service experience average poor performance
99,484,4,19,50,Mobile,173,1,1,price bad average excellent support value
100,158,1,19,14,Mobile,151,0,1,support design price fantastic average value
101,129,3,20,5,Web,58,1,1,average experience quality service support poor
102,187,2,7,32,Web,284,0,0,design service price support performance value
103,864,1,3,15,Web,216,0,1,service performance product support design experience
104,623,2,10,25,Web,36,0,0,support performance delivery service value quality
105,508,5,11,1,Mobile,181,1,1,quality value design excellent price fantastic
106,837,1,9,21,Mobile,300,1,1,product experience average support value poor
107,385,4,15,5,Web,206,1,1,delivery experience excellent service poor product
108,923,5,14,50,Mobile,247,0,0,design support average experience bad quality
109,147,2,19,37,Web,296,1,1,service average design fantastic value product
110,955,3,16,8,Mobile,31,0,0,design value experience product price bad
111,243,5,12,25,Mobile,274,1,1,design poor service quality performance value
112,621,1,9,12,Web,57,0,1,experience fantastic service bad value design
113,433,1,5,23,Mobile,231,1,0,quality poor delivery fantastic value design
114,217,3,1,19,Mobile,143,1,0,design quality bad poor product performance
115,673,3,13,10,Mobile,267,0,1,bad average value design support performance
116,492,2,1,24,Web,3,0,1,performance support price bad design experience
117,621,3,2,28,Mobile,124,1,0,performance average delivery value quality bad
118,901,1,11,13,Web,186,1,0,support value service design performance price
119,699,1,12,20,Web,61,1,1,excellent bad experience design price poor
120,787,3,13,31,Mobile,230,0,1,support quality fantastic excellent average design
121,396,1,11,8,Web,197,1,0,value support poor design excellent product
122,369,3,6,3,Web,16,0,1,fantastic support product average quality price
123,260,5,14,10,Web,58,1,1,product design performance quality bad delivery
124,518,2,3,22,Mobile,263,0,1,poor fantastic design support quality bad
125,164,3,16,13,Mobile,266,1,0,performance poor service design excellent support
126,228,3,5,7,Mobile,47,0,0,service product average design delivery bad
127,459,5,19,6,Web,98,1,0,performance poor price fantastic excellent delivery
128,800,2,12,19,Mobile,138,1,0,excellent quality service poor support design
129,646,2,20,38,Web,8,1,0,fantastic price experience bad design support
130,655,1,12,14,Web,226,0,1,quality poor average bad design fantastic
131,826,3,16,4,Web,249,1,1,delivery value support product experience design
132,766,3,9,21,Mobile,66,0,0,average excellent performance bad delivery quality
133,744,3,20,31,Mobile,250,1,0,delivery price service quality product performance
134,166,2,9,36,Web,240,1,0,delivery product poor quality performance experience
135,249,5,18,2,Web,181,0,1,poor experience fantastic performance price excellent
136,585,3,19,45,Web,295,1,1,poor performance design product fantastic delivery
137,809,5,11,38,Mobile,226,1,1,product delivery experience quality average service
138,921,4,20,35,Web,247,1,1,performance price experience service excellent fantastic
139,573,1,18,6,Web,290,1,0,value delivery bad product average performance
140,733,1,10,30,Web,180,0,1,fantastic design value bad poor performance
141,100,4,9,33,Mobile,4,1,1,support price experience excellent average bad
142,451,5,17,48,Web,185,1,0,value fantastic average quality performance experience
143,636,1,12,10,Web,230,1,0,fantastic support product excellent experience performance
144,255,5,12,46,Web,196,1,0,service quality design price product performance
145,731,5,10,8,Web,161,1,1,experience performance poor product bad service
146,344,5,3,16,Mobile,54,1,0,delivery price support quality product experience
147,648,1,5,21,Mobile,88,0,1,product delivery performance quality experience support
148,445,1,9,48,Mobile,294,0,1,service bad poor excellent average product
149,950,5,6,45,Mobile,206,0,1,value experience delivery product service poor
150,131,4,12,12,Web,180,0,1,poor performance excellent delivery quality product
151,518,3,5,33,Web,229,1,1,poor bad price support fantastic average
152,859,1,14,32,Web,270,1,0,experience performance poor delivery design service
153,759,5,5,25,Mobile,295,1,0,design service poor bad price experience
154,968,4,12,47,Web,218,1,1,average value experience fantastic service support
155,486,4,9,19,Web,227,1,0,service delivery fantastic excellent quality price
156,684,4,17,23,Mobile,115,1,1,excellent service design support product quality
157,607,1,18,29,Web,10,1,1,support design service quality price fantastic
158,642,3,5,22,Web,135,0,1,design fantastic excellent poor quality average
159,728,3,5,14,Web,215,1,1,bad performance average service fantastic excellent
160,568,4,1,3,Web,176,1,0,quality bad service value fantastic product
161,460,5,10,11,Web,154,1,1,service price experience product support quality
162,666,4,16,27,Mobile,117,1,1,product excellent performance quality service value
163,684,5,15,29,Mobile,23,0,0,product fantastic average bad design support
164,631,4,13,39,Mobile,128,0,1,product quality bad price design service
165,208,3,13,18,Web,150,0,0,delivery experience value average performance price
166,426,4,15,16,Mobile,36,0,1,quality value price support bad performance
167,381,3,1,30,Web,194,1,1,experience product average excellent performance delivery
168,419,2,1,18,Mobile,187,1,1,excellent delivery bad support product quality
169,152,1,5,6,Mobile,126,1,1,service excellent support fantastic value design
170,645,4,20,15,Web,257,0,0,average performance delivery experience fantastic quality
171,472,2,11,1,Web,92,1,1,price experience fantastic performance product delivery
172,936,2,12,48,Web,181,0,0,quality excellent value product average poor
173,943,3,9,30,Web,42,0,0,performance design delivery excellent fantastic quality
174,492,1,14,43,Mobile,191,1,0,price design support excellent poor performance
175,529,1,1,4,Web,215,1,1,design quality product service excellent bad
176,510,4,5,44,Mobile,17,1,0,bad service delivery poor support price
177,323,5,6,37,Web,164,1,0,experience product fantastic delivery price average
178,879,3,10,23,Web,224,0,1,support performance experience delivery design price
179,238,1,3,44,Web,235,0,1,price average performance delivery poor experience
180,701,4,3,8,Web,7,0,0,quality poor delivery performance product price
181,547,5,5,49,Web,271,1,1,quality poor delivery average experience price
182,862,3,3,10,Web,54,0,1,design value price performance poor quality
183,481,4,19,5,Mobile,246,0,1,design average excellent product service performance
184,334,3,7,37,Web,75,0,1,value bad price fantastic experience performance
185,683,1,20,41,Web,27,0,0,design service performance delivery price bad
186,448,2,14,34,Mobile,266,0,0,delivery design value bad excellent average
187,439,2,20,29,Mobile,34,1,0,excellent product poor support experience average
188,291,4,14,49,Mobile,217,1,1,poor excellent design bad support delivery
189,711,2,16,43,Mobile,220,0,1,price delivery quality performance excellent value
190,346,2,13,15,Web,216,0,1,excellent design delivery value average poor
191,929,2,15,30,Web,292,1,1,support performance service experience average excellent
192,166,2,16,36,Mobile,78,1,0,performance delivery design excellent product bad
193,564,3,14,44,Web,82,0,0,experience design poor bad product quality
194,371,4,5,11,Web,44,0,1,excellent delivery poor design price performance
195,406,5,10,25,Web,266,1,0,quality product poor value excellent bad
196,180,3,12,24,Mobile,209,1,1,delivery service value design excellent average
197,989,2,9,11,Web,206,0,1,experience delivery excellent product design quality
198,727,1,11,47,Mobile,226,0,0,excellent quality bad price average delivery
199,242,5,3,39,Web,39,1,1,quality poor value support excellent design
200,407,4,1,14,Mobile,283,1,0,excellent value bad price poor experience
201,258,2,2,27,Web,12,1,0,price excellent bad product delivery quality
202,680,3,6,30,Mobile,254,1,1,support product fantastic price bad design
203,853,2,4,4,Mobile,197,0,0,delivery excellent product service poor fantastic
204,240,3,6,45,Web,19,0,0,average design fantastic poor service price
205,938,5,16,12,Web,239,1,0,fantastic quality delivery price excellent product
206,466,2,1,10,Web,150,1,1,quality price excellent bad fantastic delivery
207,623,3,15,46,Mobile,300,0,1,poor fantastic bad product quality experience
208,893,3,2,35,Mobile,248,0,0,poor quality price product excellent fantastic
209,798,2,9,31,Web,80,0,1,service excellent value bad average fantastic
210,670,2,6,3,Mobile,132,1,0,fantastic design value average price quality
211,735,5,4,8,Mobile,149,0,0,service quality delivery bad product average
212,707,2,10,18,Mobile,203,0,1,value support product bad price average
213,212,1,11,28,Mobile,202,1,0,quality delivery average design bad product
214,190,2,7,45,Web,88,1,0,performance design fantastic support quality excellent
215,365,4,7,16,Web,244,1,0,support performance design fantastic value price
216,824,2,4,38,Mobile,10,1,0,price quality fantastic excellent support experience
217,866,4,6,43,Mobile,109,0,1,fantastic average product experience value price
218,367,2,18,49,Web,155,1,0,bad value service performance fantastic experience
219,384,5,10,18,Web,235,0,1,bad design product delivery support service
220,335,2,19,14,Mobile,233,1,0,excellent fantastic poor value performance product
221,770,4,17,39,Mobile,114,0,0,performance value delivery support price excellent
222,410,2,17,39,Web,157,1,0,fantastic quality product value excellent bad
223,608,2,5,17,Mobile,79,1,1,product service quality excellent experience bad
224,798,2,11,35,Mobile,249,1,1,excellent performance product fantastic quality delivery
225,407,1,11,24,Mobile,192,1,1,experience performance delivery product value fantastic
226,843,3,1,32,Mobile,187,1,1,fantastic performance design product price service
227,978,1,13,36,Mobile,96,0,1,fantastic poor price design average experience
228,888,5,20,29,Mobile,139,0,1,average product price service poor delivery
229,975,5,18,26,Web,124,0,1,value price delivery support design experience
230,289,4,6,21,Mobile,70,1,1,performance support experience fantastic bad product
231,854,4,11,41,Web,197,0,1,experience product price bad poor average
232,462,5,19,26,Mobile,148,1,1,quality bad support design poor performance
233,756,5,11,40,Web,151,0,0,fantastic service quality product bad delivery
234,677,3,2,44,Mobile,110,0,0,experience product value design support service
235,553,3,16,3,Web,60,1,0,design poor delivery experience product quality
236,939,3,7,23,Mobile,214,0,0,bad fantastic quality experience performance poor
237,940,5,12,3,Web,295,1,0,bad design poor average excellent delivery
238,620,4,5,4,Mobile,104,1,0,product experience average delivery poor value
239,246,5,2,2,Web,179,0,1,support bad service experience fantastic design
240,411,2,10,16,Web,276,1,1,delivery bad support fantastic experience performance
241,207,1,8,23,Mobile,261,1,0,performance quality bad poor experience delivery
242,672,1,13,29,Mobile,141,0,0,product excellent bad delivery experience price
243,852,4,12,16,Web,173,1,1,poor service design fantastic quality bad
244,769,2,19,16,Web,227,1,0,value excellent design quality average delivery
245,574,3,5,50,Mobile,155,0,0,experience service delivery performance poor quality
246,658,2,18,10,Web,125,0,0,excellent value service performance delivery experience
247,170,3,17,30,Web,275,1,1,average poor service delivery bad fantastic
248,502,5,19,42,Mobile,114,0,1,poor performance delivery product price bad
249,802,5,16,11,Web,188,1,1,performance service delivery support fantastic product
250,675,3,7,45,Mobile,134,0,0,poor price performance bad delivery value
251,267,1,13,41,Web,172,0,1,fantastic price value performance excellent quality
252,228,3,19,24,Web,215,1,1,fantastic poor service excellent delivery quality
253,568,1,17,10,Web,35,1,0,experience design value average poor bad
254,128,5,1,27,Web,65,1,0,design delivery excellent poor performance experience
255,449,5,19,39,Web,30,0,0,support experience value performance poor delivery
256,477,5,15,20,Mobile,273,1,0,support design fantastic experience delivery quality
257,420,5,5,9,Web,297,1,1,delivery value service product average experience
258,424,3,8,42,Web,113,0,1,service bad design delivery excellent product
259,628,5,18,25,Mobile,198,0,1,performance poor design average service fantastic
260,245,1,16,37,Mobile,251,1,0,value service quality design poor price
261,291,1,16,25,Web,134,0,1,excellent value bad experience quality performance
262,552,4,17,37,Web,119,0,0,performance excellent bad quality price poor
263,404,5,4,28,Mobile,259,1,0,experience poor bad quality fantastic excellent
264,437,3,5,24,Web,245,0,0,average excellent quality experience price value
265,235,4,1,37,Web,19,1,0,price poor support service performance product
266,788,1,4,31,Mobile,101,0,1,experience bad delivery service performance fantastic
267,791,5,2,15,Web,166,1,1,value excellent design average fantastic performance
268,952,5,18,32,Mobile,229,1,1,product value excellent fantastic design price
269,436,1,13,45,Mobile,12,0,1,quality performance service excellent fantastic experience
270,753,5,16,38,Web,229,1,1,support average value delivery quality product
271,993,3,15,49,Web,113,1,0,delivery bad design performance excellent quality
272,191,2,3,36,Mobile,140,0,1,excellent design product performance service experience
273,738,2,9,1,Web,284,0,0,value excellent fantastic support product bad
274,697,1,5,10,Web,131,1,1,service excellent fantastic product quality poor
275,639,2,17,16,Web,165,0,1,excellent service average quality support fantastic
276,851,1,3,20,Web,92,1,0,price poor performance delivery quality average
277,658,1,20,23,Web,11,1,1,price fantastic bad performance experience value
278,987,3,20,6,Mobile,197,0,0,product bad performance design delivery average
279,727,5,12,36,Web,241,1,0,price bad quality delivery average product
280,651,5,4,12,Mobile,297,0,0,excellent quality design product fantastic experience
281,800,2,14,3,Mobile,27,1,1,support quality delivery performance product excellent
282,862,5,17,14,Mobile,147,1,1,support design quality poor average performance
283,202,2,6,17,Web,43,1,0,quality performance price bad excellent value
284,951,2,2,37,Web,64,0,0,bad value excellent experience poor quality
285,384,1,8,35,Web,14,1,0,fantastic excellent product quality value delivery
286,803,2,7,19,Mobile,108,1,1,performance value poor service experience product
287,823,5,20,13,Web,280,1,1,experience price service fantastic performance bad
288,917,4,14,34,Web,223,1,1,bad price experience design product poor
289,354,5,4,36,Mobile,226,0,1,product value quality bad experience fantastic
290,140,3,10,27,Mobile,292,0,1,product value quality support performance fantastic
291,403,2,15,28,Mobile,202,1,0,fantastic product design support average service
292,557,3,10,14,Mobile,106,0,1,poor value experience bad delivery fantastic
293,402,1,4,39,Mobile,232,1,1,excellent design support bad experience fantastic
294,495,5,6,33,Web,288,0,0,design experience value support delivery service
295,128,2,16,1,Mobile,272,1,0,price experience product poor fantastic value
296,941,1,10,8,Web,84,1,1,excellent support poor value average quality
297,416,1,20,35,Mobile,69,0,0,experience quality value design service fantastic
298,144,4,1,10,Web,7,0,0,value service excellent poor fantastic quality
299,493,2,11,36,Web,168,0,0,support excellent experience delivery average service
300,995,2,9,18,Mobile,87,1,0,poor excellent product support quality price
301,490,4,9,12,Web,63,1,0,delivery product average performance quality service
302,163,3,1,9,Web,40,0,1,bad quality value fantastic service design
303,568,4,3,17,Mobile,26,1,0,product quality fantastic performance bad average
304,944,3,20,36,Web,157,1,0,product service fantastic poor value design
305,645,5,8,9,Mobile,112,1,1,quality performance price design average support
306,290,1,5,18,Web,89,1,1,service performance poor quality support delivery
307,470,2,3,42,Mobile,99,1,0,value support product price quality bad
308,747,5,11,38,Web,216,1,0,delivery poor average design bad value
309,556,3,9,15,Mobile,240,1,0,experience performance poor excellent price quality
310,433,2,20,41,Mobile,252,0,1,average fantastic product poor design bad
311,168,3,19,33,Mobile,99,1,1,price performance excellent product support experience
312,515,3,1,46,Web,295,1,0,support value product delivery performance fantastic
313,204,1,8,2,Web,42,0,0,performance fantastic poor quality experience average
314,467,3,4,13,Web,278,0,0,poor average quality fantastic price delivery
315,683,4,4,15,Web,127,0,0,support delivery service performance design average
316,134,2,18,11,Mobile,179,0,1,product value fantastic bad poor performance
317,846,4,8,11,Mobile,138,0,1,product fantastic performance excellent service price
318,358,4,9,20,Web,183,1,1,support price delivery value bad performance
319,713,4,20,33,Web,97,0,0,experience service delivery product price quality
320,601,4,20,44,Web,43,0,0,price average poor product quality performance
321,296,1,16,7,Web,75,1,1,support performance poor price delivery experience
322,695,4,13,30,Web,279,0,0,design product average experience service fantastic
323,691,3,10,39,Mobile,259,0,0,service design excellent performance product quality
324,967,1,7,36,Mobile,238,0,1,product service price poor design performance
325,553,4,14,22,Mobile,145,0,1,performance delivery fantastic poor design product
326,823,3,4,30,Web,281,1,1,performance design bad value experience excellent
327,796,2,17,25,Web,185,1,0,excellent design experience quality delivery fantastic
328,972,3,20,33,Mobile,60,1,1,quality experience support fantastic average value
329,218,4,1,50,Mobile,270,0,0,product average price support performance fantastic
330,559,1,6,1,Mobile,179,0,1,experience delivery excellent service performance bad
331,650,5,15,32,Mobile,100,1,1,quality delivery design price poor fantastic
332,123,2,4,43,Mobile,290,0,0,price fantastic bad excellent value performance
333,302,2,14,14,Web,244,1,0,excellent product bad delivery support performance
334,385,3,12,15,Mobile,260,0,0,support performance poor bad value service
335,420,2,20,48,Mobile,253,1,0,bad average value design performance excellent
336,471,5,19,48,Web,71,1,0,average poor design excellent price delivery
337,177,4,15,31,Mobile,47,1,0,price experience fantastic poor design bad
338,577,1,8,12,Mobile,250,0,1,product performance average experience value poor
339,556,3,17,35,Mobile,165,1,0,average delivery excellent product quality poor
340,634,4,14,20,Web,205,0,1,poor support design quality excellent value
341,746,1,12,25,Web,265,0,1,product bad service experience quality performance
342,429,5,10,6,Web,116,0,0,poor service excellent bad price fantastic
343,597,5,2,15,Web,79,1,0,product value support price fantastic design
344,398,3,7,5,Mobile,50,1,0,poor fantastic experience bad support design
345,997,2,17,3,Web,72,0,1,performance value poor excellent price average
346,837,3,5,42,Web,183,0,0,performance quality value support average delivery
347,710,5,12,48,Web,67,1,1,experience poor design bad value support
348,402,5,15,37,Web,226,1,1,support service performance price fantastic bad
349,721,2,4,49,Mobile,10,1,0,delivery excellent value poor performance design
350,146,4,17,50,Mobile,187,0,0,experience average design price bad quality
351,924,4,3,31,Mobile,117,0,1,value performance price delivery design poor
352,338,1,14,24,Mobile,115,1,1,experience service quality excellent support price
353,937,3,8,30,Web,118,1,1,experience bad performance value design price
354,733,4,6,9,Web,207,0,0,support excellent service delivery price product
355,341,5,17,11,Mobile,287,1,1,value performance price support average quality
356,631,2,18,17,Mobile,195,0,1,delivery bad experience excellent fantastic value
357,227,3,8,44,Mobile,160,0,0,product support average price poor performance
358,330,2,14,6,Web,37,0,1,product average support fantastic excellent design
359,631,3,16,23,Web,46,0,0,quality bad excellent performance fantastic price
360,267,3,5,32,Web,10,1,0,product delivery quality poor performance excellent
361,823,1,6,38,Mobile,150,1,0,bad value service experience poor excellent
362,227,3,3,29,Mobile,85,0,1,excellent fantastic average price delivery service
363,362,4,18,49,Mobile,234,0,1,support value service average bad performance
364,740,1,13,15,Mobile,47,1,0,product bad delivery fantastic experience performance
365,194,4,17,14,Mobile,188,1,1,bad service experience average excellent product
366,490,4,15,44,Web,17,1,1,performance product design quality fantastic value
367,379,3,15,30,Web,11,1,1,quality product fantastic excellent experience service
368,331,2,5,15,Web,194,0,1,support product performance quality service design
369,545,1,17,10,Mobile,293,0,0,price bad average support delivery value
370,203,4,12,34,Mobile,137,0,1,performance design service bad quality poor
371,132,5,11,14,Web,103,0,0,product price bad design average delivery
372,389,2,5,8,Web,1,0,1,fantastic design excellent quality performance product
373,391,3,15,12,Mobile,174,0,0,average experience performance value fantastic support
374,163,1,9,25,Mobile,221,1,0,experience poor support product design delivery
375,192,5,5,45,Web,244,1,1,performance support product experience poor value
376,727,1,9,23,Web,288,0,1,product price bad poor support excellent
377,654,4,11,48,Mobile,298,0,0,excellent delivery value fantastic design service
378,756,1,12,19,Mobile,80,1,0,poor bad price support value fantastic
379,372,3,6,26,Web,252,0,0,bad experience performance average delivery poor
380,499,5,13,46,Mobile,259,0,0,experience support product excellent value bad
381,550,2,14,49,Web,170,0,0,average bad experience value support price
382,355,5,5,33,Mobile,115,0,1,design service quality performance fantastic bad
383,819,1,11,47,Web,198,1,1,design average product service delivery support
384,426,1,11,44,Web,80,1,1,average performance excellent value price delivery
385,178,2,20,17,Web,256,0,1,service design fantastic quality delivery support
386,558,2,16,41,Mobile,103,1,1,design excellent product poor experience average
387,732,1,13,13,Web,244,0,0,delivery price bad value poor quality
388,111,5,2,6,Web,106,0,1,product value quality experience fantastic service
389,851,3,3,3,Mobile,228,0,0,service support performance bad quality value
390,628,2,13,34,Mobile,5,0,0,experience service average support fantastic design
391,711,1,6,48,Mobile,113,0,1,value excellent experience fantastic poor support
392,985,2,11,13,Web,54,1,1,excellent support bad average fantastic poor
393,564,1,20,24,Web,183,1,0,performance average delivery fantastic bad value
394,292,2,5,46,Mobile,118,1,1,delivery performance value experience price service
395,160,3,14,19,Web,261,0,1,quality product price average design delivery
396,345,1,20,16,Web,284,0,1,poor service average support price delivery
397,472,4,5,13,Mobile,193,0,1,experience poor price fantastic excellent value
398,550,4,6,45,Web,138,0,0,experience value delivery excellent design bad
399,511,2,18,50,Web,174,0,1,value fantastic bad poor price product
400,548,5,9,29,Web,18,1,1,delivery price service average performance poor
401,934,3,5,3,Mobile,182,0,0,product excellent price poor support average
402,907,5,11,33,Web,97,1,0,quality performance price bad fantastic product
403,791,5,20,4,Web,266,0,1,poor excellent experience delivery quality service
404,531,5,17,18,Mobile,17,0,0,product average delivery service price experience
405,567,4,14,10,Web,155,1,0,support design product fantastic quality excellent
406,958,2,11,13,Mobile,170,1,0,experience delivery price support bad product
407,350,3,5,9,Mobile,138,0,0,bad quality poor fantastic service average
408,125,2,6,29,Mobile,275,1,1,support average bad design poor service
409,576,3,13,17,Web,196,0,0,bad fantastic price average excellent poor
410,655,5,18,30,Mobile,54,1,1,experience product performance support poor value
411,321,1,13,49,Mobile,277,1,0,experience delivery value price product design
412,733,1,1,13,Web,105,1,0,product service performance bad quality experience
413,713,1,16,41,Web,119,1,1,average delivery value bad poor price
414,824,4,13,44,Mobile,232,1,0,bad service experience fantastic value poor
415,615,1,15,13,Web,102,1,1,fantastic value price delivery service product
416,385,5,14,44,Web,195,1,0,service average price bad quality delivery
417,267,2,18,37,Web,176,0,0,fantastic price product excellent value quality
418,261,2,11,35,Web,224,1,1,product average design poor price support
419,395,4,20,24,Mobile,78,1,0,price fantastic value support average experience
420,710,1,20,49,Mobile,39,1,1,service value excellent price performance bad
421,929,2,2,4,Web,185,1,1,service product bad price fantastic poor
422,674,2,16,35,Web,297,1,0,price product bad experience average performance
423,644,5,12,5,Mobile,194,0,0,price product excellent poor average support
424,329,1,18,18,Mobile,186,1,0,experience excellent support average price value
425,288,4,7,31,Mobile,160,1,0,delivery poor bad support service price
426,989,2,6,16,Web,203,0,0,average price excellent fantastic performance service
427,918,4,18,33,Web,59,1,1,service excellent quality support fantastic bad
428,356,5,2,25,Web,157,0,0,poor product support bad performance design
429,590,4,15,27,Mobile,3,1,0,delivery support design average service experience
430,898,4,3,47,Mobile,216,1,0,price average fantastic delivery value design
431,307,4,14,15,Web,202,0,0,experience poor fantastic excellent performance product
432,443,5,4,45,Mobile,30,1,0,design experience fantastic service value performance
433,920,4,12,50,Mobile,247,0,0,average bad value performance delivery poor
434,120,3,4,5,Web,144,1,1,product service fantastic excellent support price
435,911,3,20,12,Web,94,1,0,quality average poor service excellent performance
